,T,y0,network_architectures,activations,learning_rates,collocations,epochs,reg_epochs,reg_coeff,reg_decay,mean_loss,loss_successes_percent
0,15,25,"(4, 50)",tanh,0.001,1024,50000,0.0,1,1,1.3002361,0.05
0,15,25,"(4, 50)",tanh,0.001,1024,50000,0.5,1,1,0.23394957,0.85
0,15,25,"(4, 50)",tanh,0.001,1024,50000,0.95,1,1,0.007920885,1.0
0,15,100,"(4, 50)",tanh,0.001,1024,50000,0.0,1,1,1.5267487,0.0
