,l,T,theta0,network_architectures,activations,learning_rates,collocations,epochs,regularization,reg_epochs,reg_coeff,reg_decay,0.0,3.141592653589793,6.283185307179586,mean_loss,loss_successes_percent
0,1,2.5,90,"(4, 50)",swish,0.001,1024,25000,reg_derivative_unstable_fp,0.5,10.0,linear,3,0,2,5.692067314976432,0.25
