,Unnamed: 0,"(x0, x_t0)",converged to,closest fp,stability,success,x0,x_t0,converged to with reg,closest fp with reg,stability with reg,success with reg
0,0,"(-0.22169195434921848, 0.43314643250976576)","(-0.017694231122732162, -0.013421888463199139)","(0.0, 0.0)",unstable,False,-0.22169195434921848,0.43314643250976576,"(-1.440818428993225, 0.8262381553649902)",None,None,True
1,0,"(-0.6838062613678462, -0.8733573559650696)","(0.03241749852895737, 0.011736308224499226)","(0.0, 0.0)",unstable,False,-0.6838062613678462,-0.8733573559650696,"(-0.3812675476074219, -2.4978222846984863)",None,None,True
2,0,"(0.49422779593455696, 0.2917638208464502)","(1.7284406423568726, 1.4958223104476929)",,,True,0.49422779593455696,0.2917638208464502,"(1.7376445531845093, 1.4876621961593628)",None,None,True
3,0,"(-0.1329521581274021, 0.48172684131346144)","(-0.0169611107558012, -0.01123138703405857)","(0.0, 0.0)",unstable,False,-0.1329521581274021,0.48172684131346144,"(-1.3287848234176636, 0.9075382947921753)",None,None,True
4,0,"(-0.09229087570803045, -0.005869611399928316)","(-0.08415225148200989, -0.2832796573638916)",,,False,-0.09229087570803045,-0.005869611399928316,"(-2.006639003753662, -0.0080478610470891)",None,None,True
5,0,"(-0.9569989325437716, -0.9215191304003794)","(0.03636602312326431, 0.018002953380346298)","(0.0, 0.0)",unstable,False,-0.9569989325437716,-0.9215191304003794,"(-0.8066595792770386, -2.676969051361084)",None,None,True
6,0,"(0.20693888510861977, -0.772047435420256)","(0.028254687786102295, 0.017119603231549263)","(0.0, 0.0)",unstable,False,0.20693888510861977,-0.772047435420256,"(1.2566425800323486, -0.9556320309638977)",None,None,True
7,0,"(-0.502246934113105, -1.1859068652767673)","(0.0680089220404625, 0.04524172469973564)","(0.0, 0.0)",unstable,False,-0.502246934113105,-1.1859068652767673,"(0.3777202367782593, -1.7781206369400024)",None,None,True
8,0,"(1.0592385191820406, 0.40586283250511995)","(-0.011729163117706776, 0.008355595171451569)","(0.0, 0.0)",unstable,False,1.0592385191820406,0.40586283250511995,"(1.7965412139892578, 1.2968474626541138)",None,None,True
9,0,"(-0.8050149167433136, -0.5666074580424788)","(-0.7176803350448608, -2.6337618827819824)",,,False,-0.8050149167433136,-0.5666074580424788,"(-1.4281128644943237, -2.235313892364502)",None,None,True
