,"(x0, y0)",converged to,closest fp,stability,success
0,"(1.2892937183956494, 1.370086057583501)","(0.9837042093276978, 1.0115740299224854)","(1.0, 1.0)",unstable,False
0,"(0.41063867983798097, 0.8118580604853289)","(0.23387643694877625, 1.6736491918563843)",,,False
0,"(0.5855075574485387, 0.9401303146296397)","(0.967084527015686, 1.0231322050094604)","(1.0, 1.0)",unstable,False
0,"(1.1572367824433274, 0.35235189317298554)","(3.0009865760803223, -0.00037506819353438914)","(3.0, 0.0)",stable,True
0,"(1.036976814881324, 0.596495625490663)","(2.549618721008301, 0.163904070854187)",,,False
0,"(0.6028792288557299, 0.9861873800422211)","(-0.0023316622246056795, 1.999924659729004)","(0.0, 2.0)",stable,True
0,"(1.1859877041060836, 0.8280688151595745)","(3.0048179626464844, -0.0032027841079980135)","(3.0, 0.0)",stable,True
0,"(1.3078312578177278, 1.3812022968202715)","(0.9294257164001465, 1.0498883724212646)","(1.0, 1.0)",unstable,False
0,"(0.7951813170512978, 0.7899039789336182)","(1.0053484439849854, 0.9964379072189331)","(1.0, 1.0)",unstable,False
0,"(1.4349807565168544, 1.301711241587371)","(0.9988375902175903, 0.9994190335273743)","(1.0, 1.0)",unstable,False
0,"(1.458699083073462, 0.9627445352477504)","(1.0470521450042725, 0.96698397397995)","(1.0, 1.0)",unstable,False
0,"(1.3425557563446737, 1.0424006404070254)","(1.0314860343933105, 0.9780035018920898)","(1.0, 1.0)",unstable,False
0,"(0.6858712781309466, 1.2790307450780176)","(-6.197691254783422e-05, 2.0001044273376465)","(0.0, 2.0)",stable,True
0,"(0.4763734981012595, 1.0577773590224908)","(0.0004627644957508892, 1.999467134475708)","(0.0, 2.0)",stable,True
0,"(0.9485150508161097, 1.0580446966211463)","(0.5141839981079102, 1.387716293334961)",,,False
0,"(1.1371573389896081, 1.1603776302160713)","(0.993219256401062, 1.004187822341919)","(1.0, 1.0)",unstable,False
0,"(1.4730933137600988, 0.8829850069198829)","(3.0071957111358643, -0.004526591394096613)","(3.0, 0.0)",stable,True
0,"(1.1269751940683563, 1.5801274014069275)","(0.9664673805236816, 1.0250704288482666)","(1.0, 1.0)",unstable,False
0,"(1.3429155367635568, 0.9149712126052806)","(2.9998281002044678, -0.0005845427513122559)","(3.0, 0.0)",stable,True
0,"(0.7290712410325155, 0.8319737797666097)","(0.9965592622756958, 1.0025449991226196)","(1.0, 1.0)",unstable,False
0,"(1.0902288151161021, 0.5362838077915061)","(2.999096393585205, 0.0006178617477416992)","(3.0, 0.0)",stable,True
0,"(0.7687152703052959, 1.3406828648017644)","(-0.0006287217256613076, 1.9991302490234375)","(0.0, 2.0)",stable,True
0,"(1.3073545270619258, 1.195321777621947)","(1.0089877843856812, 0.9936076998710632)","(1.0, 1.0)",unstable,False
0,"(1.354701732572884, 1.1219599561564526)","(1.019415020942688, 0.9856664538383484)","(1.0, 1.0)",unstable,False
0,"(1.2696258078548452, 1.396772206978727)","(0.96324622631073, 1.02627432346344)","(1.0, 1.0)",unstable,False
0,"(1.475067337987022, 0.5782727720431287)","(3.0003418922424316, 0.00016976594633888453)","(3.0, 0.0)",stable,True
0,"(0.8899988724480422, 0.9766708720979369)","(0.9904707074165344, 1.0067510604858398)","(1.0, 1.0)",unstable,False
0,"(1.4829570592002133, 1.6338857461018252)","(-0.0018408059841021895, 0.0018807888263836503)","(0.0, 0.0)",unstable,False
0,"(1.0713536241010682, 0.984850950855624)","(1.054002046585083, 0.9624432325363159)","(1.0, 1.0)",unstable,False
0,"(0.9500915551465818, 0.996897877006611)","(0.9824709892272949, 1.0122298002243042)","(1.0, 1.0)",unstable,False
0,"(1.0415971164298958, 1.5188577227767053)","(0.9531418681144714, 1.034072756767273)","(1.0, 1.0)",unstable,False
0,"(0.9273397008332587, 0.6481756709723132)","(1.0479408502578735, 0.9685371518135071)","(1.0, 1.0)",unstable,False
0,"(1.1592476759714423, 1.1949800279641196)","(0.9946471452713013, 1.001723289489746)","(1.0, 1.0)",unstable,False
0,"(0.6720974276880606, 0.8097824290653323)","(0.9902611970901489, 1.0065031051635742)","(1.0, 1.0)",unstable,False
0,"(0.7417239336248671, 0.59206912362347)","(2.997866153717041, 0.0013965845573693514)","(3.0, 0.0)",stable,True
0,"(1.6084586170475839, 0.7871565006586071)","(2.999558210372925, -0.0004925489192828536)","(3.0, 0.0)",stable,True
0,"(1.3055086676355294, 0.5873910869343218)","(3.0006508827209473, -0.00042492151260375977)","(3.0, 0.0)",stable,True
0,"(1.4999651941575822, 1.1418873078356322)","(1.0275095701217651, 0.9806278347969055)","(1.0, 1.0)",unstable,False
0,"(1.2031699906677567, 1.4712440615149274)","(0.963330090045929, 1.0260236263275146)","(1.0, 1.0)",unstable,False
0,"(0.5265100500842834, 0.9865446850496249)","(4.863739013671875e-05, 1.9999281167984009)","(0.0, 2.0)",stable,True
0,"(1.2535175284466615, 1.0404503892500634)","(1.0424617528915405, 0.9703777432441711)","(1.0, 1.0)",unstable,False
0,"(1.2163416513436416, 1.029160566764084)","(1.0105714797973633, 0.991864025592804)","(1.0, 1.0)",unstable,False
0,"(0.758240377739998, 0.7781905470673744)","(1.007374882698059, 0.9945513010025024)","(1.0, 1.0)",unstable,False
