,"(x0, y0)",converged to,closest fp,stability,success
0,"(-0.12976257475399525, 0.029747083592197923)","(-0.0010338753927499056, -0.00017611384100746363)","(0.0, 0.0)",unstable,False
0,"(0.30939816439966417, 0.6545677402802392)","(0.9963473081588745, 1.0019004344940186)","(1.0, 1.0)",unstable,False
0,"(2.9298356466728842e-05, -0.12736579578608534)","(0.0001374557032249868, -0.0009377569076605141)","(0.0, 0.0)",unstable,False
0,"(0.11508511897109903, 0.2918399570867304)","(0.0011733680730685592, 0.0028567910194396973)","(0.0, 0.0)",unstable,False
0,"(0.44583286588712717, -0.004004458771279362)","(0.001673793769441545, 5.113007500767708e-05)","(0.0, 0.0)",unstable,False
0,"(-0.2614085742668302, -0.3785157761291301)","(-0.04960549995303154, -0.11672501266002655)",,,False
0,"(0.09202730365081792, 0.28251668247976414)","(0.0009582251077517867, 0.003908229060471058)","(0.0, 0.0)",unstable,False
0,"(0.014826231826662858, -0.24032125414013578)","(0.00012003145820926875, -0.0019753039814531803)","(0.0, 0.0)",unstable,False
0,"(-0.390477128827321, -0.5560904834069826)","(-0.0945858508348465, -0.20671458542346954)",,,False
0,"(-0.19272026379197707, -0.08646582801603409)","(-0.022831568494439125, -0.016784658655524254)","(0.0, 0.0)",unstable,False
0,"(-0.41755721867800394, 0.03358288927972884)","(-0.00293957581743598, 0.00010017528984462842)","(0.0, 0.0)",unstable,False
0,"(0.015621169946870444, -0.12953956074181097)","(5.503743977897102e-06, -0.0003694623592309654)","(0.0, 0.0)",unstable,False
0,"(0.20440042841905287, 0.7871671241897751)","(0.9836565256118774, 1.0122630596160889)","(1.0, 1.0)",unstable,False
0,"(-0.2051688676053067, -0.11744209183594699)","(-0.02589249238371849, -0.02434709668159485)","(0.0, 0.0)",unstable,False
0,"(-0.14308119363031274, 0.4097275235510796)","(-0.00112820859067142, -0.00018891095533035696)","(0.0, 0.0)",unstable,False
0,"(1.0561626651493403, 0.05154502345342762)","(1.120029091835022, 0.9185060262680054)",,,False
0,"(0.1954815534246499, 0.008389769566587756)","(0.001883339835330844, -0.00040862598689273)","(0.0, 0.0)",unstable,False
0,"(-0.41034411187439374, 0.44224716938845027)","(-0.001855099224485457, 0.0014541030395776033)","(0.0, 0.0)",unstable,False
0,"(0.27294868092043517, -0.18273329756372453)","(0.001050496124662459, -0.0004940390354022384)","(0.0, 0.0)",unstable,False
0,"(-0.13493733031116337, 0.14187852331637987)","(-0.0006053328397683799, 0.0017997652757912874)","(0.0, 0.0)",unstable,False
0,"(0.24600310966418423, 0.22620379530788312)","(0.0027979344595223665, 0.003666457487270236)","(0.0, 0.0)",unstable,False
0,"(0.014111444862132652, 0.2010122964095967)","(0.0005547594046220183, 0.0013518363703042269)","(0.0, 0.0)",unstable,False
0,"(0.1775762957699936, 0.4363860477229685)","(0.001082232571206987, 0.004209035541862249)","(0.0, 0.0)",unstable,False
0,"(-0.6802191321804165, -1.0112902929604843)","(-0.21278539299964905, -0.4598921239376068)",,,False
0,"(0.2836540708665556, 0.02251493017939004)","(0.003202676773071289, -0.000184112781425938)","(0.0, 0.0)",unstable,False
0,"(-0.27195490867659117, -0.18158772893661057)","(-0.043668895959854126, -0.04560719057917595)","(0.0, 0.0)",unstable,False
0,"(0.2803719952128957, -0.23388508510330214)","(0.0026480138767510653, -0.0019961297512054443)","(0.0, 0.0)",unstable,False
0,"(0.25017627170828877, -0.06036461588501477)","(0.004246163181960583, -0.0012487017083913088)","(0.0, 0.0)",unstable,False
0,"(0.1556005410985771, 0.21578167877717822)","(0.0017066628206521273, 0.0021847367752343416)","(0.0, 0.0)",unstable,False
0,"(-0.2123206351200231, -0.18073968217727643)","(-0.03017546236515045, -0.043038107454776764)","(0.0, 0.0)",unstable,False
0,"(0.22363713159102275, -0.021971635251010122)","(0.002278739120811224, -0.0007871069246903062)","(0.0, 0.0)",unstable,False
0,"(-0.10415475214699302, -0.07031822631133933)","(-0.007787065114825964, -0.01061011478304863)","(0.0, 0.0)",unstable,False
0,"(-0.20679875931180136, 0.3812238440466947)","(-0.0019223124254494905, 0.002896952675655484)","(0.0, 0.0)",unstable,False
0,"(0.023909602702044876, 0.13151678581398868)","(0.0005574237438850105, -7.343292054429185e-06)","(0.0, 0.0)",unstable,False
0,"(0.03337735372073848, 0.10299813886678748)","(0.0003467179776635021, 0.0008688226225785911)","(0.0, 0.0)",unstable,False
0,"(0.31313504768924544, -0.05842327638379355)","(0.0014607429038733244, -0.00042346195550635457)","(0.0, 0.0)",unstable,False
0,"(0.316967294766798, 0.09920584561697539)","(0.0018271446460857987, 0.00024325252161361277)","(0.0, 0.0)",unstable,False
0,"(0.6002098615279227, -0.06682231503504046)","(-0.000791442405898124, 0.00035332440165802836)","(0.0, 0.0)",unstable,False
0,"(0.21687260684322493, -0.03121957573946299)","(0.001038408256135881, 0.00012106299254810438)","(0.0, 0.0)",unstable,False
0,"(0.07234218914793651, 0.10571784285119973)","(0.0006246507400646806, 0.0006195351597853005)","(0.0, 0.0)",unstable,False
0,"(0.029207969740548883, -0.21469785290627977)","(-0.0003730442258529365, -0.002073034644126892)","(0.0, 0.0)",unstable,False
0,"(0.042746726086466645, 0.12805683217596614)","(0.0007627032464370131, 0.00077886285725981)","(0.0, 0.0)",unstable,False
0,"(0.17634455367111115, -0.32289449142085963)","(0.0013089478015899658, -0.0012331843608990312)","(0.0, 0.0)",unstable,False
0,"(-0.32953534176217547, -0.3119656363984791)","(-0.06584473699331284, -0.09482656419277191)","(0.0, 0.0)",unstable,False
0,"(-0.062020719365800156, -0.009807916890538542)","(-0.002463843673467636, -0.0009349401807412505)","(0.0, 0.0)",unstable,False
0,"(-0.2863611399041276, 0.08450454188983016)","(-0.00351693038828671, 0.0008363366359844804)","(0.0, 0.0)",unstable,False
0,"(0.14662180800709482, -0.2976977121800223)","(0.0018470257055014372, -0.005169034004211426)","(0.0, 0.0)",unstable,False
0,"(0.2577678140640738, 0.15020880937810602)","(0.0024388551246374846, 0.0013800680171698332)","(0.0, 0.0)",unstable,False
0,"(0.5177681614034656, 0.3178523825272485)","(0.0038578868843615055, -4.147887375438586e-05)","(0.0, 0.0)",unstable,False
0,"(0.2014702933541799, 0.3449369838387838)","(0.002022322965785861, 0.003281873418018222)","(0.0, 0.0)",unstable,False
0,"(0.5170054402642632, 1.128275112641143)","(0.9872819781303406, 1.0093011856079102)","(1.0, 1.0)",unstable,False
0,"(1.2892937183956494, 1.370086057583501)","(0.9924358129501343, 1.004103422164917)","(1.0, 1.0)",unstable,False
0,"(0.41063867983798097, 0.8118580604853289)","(0.9881566762924194, 1.0082662105560303)","(1.0, 1.0)",unstable,False
0,"(0.5855075574485387, 0.9401303146296397)","(0.9958057403564453, 1.0018430948257446)","(1.0, 1.0)",unstable,False
0,"(1.1572367824433274, 0.35235189317298554)","(3.0052292346954346, -0.004608058836311102)","(3.0, 0.0)",stable,True
0,"(1.036976814881324, 0.596495625490663)","(2.7729713916778564, 0.07988067716360092)",,,False
0,"(0.6028792288557299, 0.9861873800422211)","(0.98484867811203, 1.0119068622589111)","(1.0, 1.0)",unstable,False
0,"(1.1859877041060836, 0.8280688151595745)","(1.0119550228118896, 0.9920910000801086)","(1.0, 1.0)",unstable,False
0,"(1.3078312578177278, 1.3812022968202715)","(0.9941951632499695, 1.0044819116592407)","(1.0, 1.0)",unstable,False
0,"(0.7951813170512978, 0.7899039789336182)","(0.9991964101791382, 1.0007169246673584)","(1.0, 1.0)",unstable,False
0,"(1.4349807565168544, 1.301711241587371)","(0.9998056292533875, 1.0008103847503662)","(1.0, 1.0)",unstable,False
0,"(1.458699083073462, 0.9627445352477504)","(1.0147836208343506, 0.9891487956047058)","(1.0, 1.0)",unstable,False
0,"(1.3425557563446737, 1.0424006404070254)","(1.0018641948699951, 0.9988682866096497)","(1.0, 1.0)",unstable,False
0,"(0.6858712781309466, 1.2790307450780176)","(0.9569071531295776, 1.0307056903839111)","(1.0, 1.0)",unstable,False
0,"(0.4763734981012595, 1.0577773590224908)","(0.956102192401886, 1.033079981803894)","(1.0, 1.0)",unstable,False
0,"(0.9485150508161097, 1.0580446966211463)","(0.9985060691833496, 1.0009807348251343)","(1.0, 1.0)",unstable,False
0,"(1.1371573389896081, 1.1603776302160713)","(0.9985998868942261, 1.0010942220687866)","(1.0, 1.0)",unstable,False
0,"(1.4730933137600988, 0.8829850069198829)","(1.024275541305542, 0.9811118841171265)","(1.0, 1.0)",unstable,False
0,"(1.1269751940683563, 1.5801274014069275)","(0.004374146461486816, 0.003345537232235074)","(0.0, 0.0)",unstable,False
0,"(1.3429155367635568, 0.9149712126052806)","(1.0138130187988281, 0.9900461435317993)","(1.0, 1.0)",unstable,False
0,"(0.7290712410325155, 0.8319737797666097)","(0.9977535009384155, 1.0015051364898682)","(1.0, 1.0)",unstable,False
0,"(1.0902288151161021, 0.5362838077915061)","(1.0182749032974243, 0.9877945184707642)","(1.0, 1.0)",unstable,False
0,"(0.7687152703052959, 1.3406828648017644)","(0.9875229001045227, 1.00773024559021)","(1.0, 1.0)",unstable,False
0,"(1.3073545270619258, 1.195321777621947)","(1.0025802850723267, 0.9972575902938843)","(1.0, 1.0)",unstable,False
0,"(1.354701732572884, 1.1219599561564526)","(1.0040043592453003, 0.99627286195755)","(1.0, 1.0)",unstable,False
0,"(1.2696258078548452, 1.396772206978727)","(0.9922059774398804, 1.0055900812149048)","(1.0, 1.0)",unstable,False
0,"(1.475067337987022, 0.5782727720431287)","(1.033033847808838, 0.9752966165542603)","(1.0, 1.0)",unstable,False
0,"(0.8899988724480422, 0.9766708720979369)","(0.9952892065048218, 1.0027681589126587)","(1.0, 1.0)",unstable,False
0,"(1.4829570592002133, 1.6338857461018252)","(-0.002383327577263117, -0.0020452975295484066)","(0.0, 0.0)",unstable,False
0,"(1.0713536241010682, 0.984850950855624)","(0.999243438243866, 1.0001872777938843)","(1.0, 1.0)",unstable,False
