,Unnamed: 0,"(x0, y0)",converged to,closest fp,stability,success,x0,y0,converged to with reg,closest fp with reg,stability with reg,success with reg
0,0,"(-0.8049909328928948, 0.2137918544019049)","(0.9268274307250977, 1.0542371273040771)","(1.0, 1.0)",unstable,False,-0.8049909328928948,0.2137918544019049,"(0.8303593397140503, 1.1228969097137451)",None,None,False
1,0,"(0.4821561973260824, 0.6168100959725016)","(0.0001317918358836323, 1.9974298477172852)","(0.0, 2.0)",stable,True,0.4821561973260824,0.6168100959725016,"(-3.9541722799185663e-05, 1.999516487121582)","(0.0, 2.0)",stable,True
2,0,"(-0.9822688669366985, -0.3135698991911185)","(-0.3155469000339508, -0.0466812327504158)",,,False,-0.9822688669366985,-0.3135698991911185,"(-0.2834553122520447, -0.0012382746208459139)",None,None,False
3,0,"(-0.6908207375857689, -0.09978280895060052)","(-0.12801453471183777, 0.04626559093594551)",,,False,-0.6908207375857689,-0.09978280895060052,"(-0.1310730129480362, 0.04221393167972565)",None,None,False
4,0,"(0.26206130407221234, -1.0794135113783574)","(-0.021057147532701492, 2.018031597137451)","(0.0, 2.0)",stable,False,0.26206130407221234,-1.0794135113783574,"(-0.013040715828537941, 2.0184166431427)","(0.0, 2.0)",stable,False
5,0,"(0.061628024802206936, -0.672507290848895)","(0.0006183028453961015, 2.0054709911346436)","(0.0, 2.0)",stable,False,0.061628024802206936,-0.672507290848895,"(0.0022355131804943085, 1.999480962753296)","(0.0, 2.0)",stable,False
6,0,"(-0.6618679519071168, -0.02302103326296487)","(-0.1306188404560089, 0.07131115347146988)",,,False,-0.6618679519071168,-0.02302103326296487,"(-0.09425461292266846, 0.09816105663776398)","(0.0, 0.0)",unstable,False
7,0,"(0.30997950684347253, -0.2865519747340425)","(0.0035061300732195377, 1.9972490072250366)","(0.0, 2.0)",stable,False,0.30997950684347253,-0.2865519747340425,"(0.006445014383643866, 2.0027847290039062)","(0.0, 2.0)",stable,False
8,0,"(0.5130520963628797, 0.6353371613671192)","(-0.001113247824832797, 1.9975277185440063)","(0.0, 2.0)",stable,True,0.5130520963628797,0.6353371613671192,"(-6.604194823012222e-06, 1.998125433921814)","(0.0, 2.0)",stable,True
9,0,"(-0.3413644715811703, -0.35016003511063637)","(-0.06280960887670517, -0.10150554031133652)",,,False,-0.3413644715811703,-0.35016003511063637,"(-0.0657099038362503, -0.10339482128620148)",None,None,False
10,0,"(0.7249679275280909, 0.502852069312285)","(1.1067745685577393, 0.9268038868904114)",,,False,0.7249679275280909,0.502852069312285,"(2.1612067222595215, 0.33416444063186646)",None,None,False
11,0,"(0.7644984717891037, -0.06209244125374932)","(2.466186046600342, 0.19875404238700867)",,,False,0.7644984717891037,-0.06209244125374932,"(3.0009703636169434, -0.0020061538089066744)","(3.0, 0.0)",stable,True
12,0,"(0.5709262605744563, 0.07066773401170909)","(1.0897693634033203, 0.936688244342804)","(1.0, 1.0)",unstable,False,0.5709262605744563,0.07066773401170909,"(3.0022904872894287, -0.0010362431639805436)","(3.0, 0.0)",stable,True
13,0,"(-0.5235478697817557, 0.4650512417966959)","(-0.019346510991454124, 2.019258975982666)","(0.0, 2.0)",stable,True,-0.5235478697817557,0.4650512417966959,"(0.0012941003078594804, 2.001098394393921)","(0.0, 2.0)",stable,True
14,0,"(-0.8727108364979008, 0.09629559837081789)","(1.0695736408233643, 0.9563957452774048)","(1.0, 1.0)",unstable,False,-0.8727108364979008,0.09629559837081789,"(1.0845491886138916, 0.9465988874435425)","(1.0, 1.0)",unstable,False
15,0,"(-0.08580824863981724, 0.09674116103524401)","(0.0005267664673738182, 1.998792290687561)","(0.0, 2.0)",stable,True,-0.08580824863981724,0.09674116103524401,"(-0.0007795125129632652, 2.0021090507507324)","(0.0, 2.0)",stable,False
16,0,"(0.22859556498268033, 0.26729605036011905)","(0.5662541389465332, 1.341245412826538)",,,False,0.22859556498268033,0.26729605036011905,"(0.38313013315200806, 1.514417290687561)",None,None,False
17,0,"(0.7884888562668313, -0.19502498846686184)","(2.999345302581787, -0.0005965590244159102)","(3.0, 0.0)",stable,True,0.7884888562668313,-0.19502498846686184,"(3.000023126602173, 0.0002696216106414795)","(3.0, 0.0)",stable,True
18,0,"(0.21162532344726073, 0.9668790023448793)","(-0.00011259317398071289, 1.9999780654907227)","(0.0, 2.0)",stable,True,0.21162532344726073,0.9668790023448793,"(0.0002719670592341572, 2.000100612640381)","(0.0, 2.0)",stable,True
