,T,y0,network_architectures,activations,learning_rates,collocations,epochs,regularization,reg_epochs,reg_coeff,reg_decay,-1.0,0.0,1.0,mean_loss,loss_successes_percent
0,10.0,0.001,"(2, 20)",swish,0.001,1024,50000,reg_derivative,0.25,1000.0,linear,9,0,3,0.73720455,0.05
0,10.0,0.001,"(2, 20)",swish,0.001,1024,50000,reg_derivative,0.5,0.1,linear,11,0,9,0.6966237,0.05
0,10.0,0.001,"(2, 20)",swish,0.001,1024,50000,reg_derivative,0.5,1.0,linear,10,0,2,0.7577284,0.0
0,10.0,0.001,"(2, 20)",swish,0.001,1024,50000,reg_derivative,0.5,10.0,linear,10,0,6,0.822206,0.0
0,10.0,0.001,"(2, 20)",swish,0.001,1024,50000,reg_derivative,0.5,100.0,linear,4,0,8,0.42259914,0.1
0,10.0,0.001,"(2, 20)",swish,0.001,1024,50000,reg_derivative,0.5,1000.0,linear,7,0,8,0.5824398,0.05
0,10.0,0.001,"(2, 20)",swish,0.001,1024,50000,reg_derivative,0.75,0.1,linear,14,0,6,0.878044,0.0
0,10.0,0.001,"(2, 20)",swish,0.001,1024,50000,reg_derivative,0.75,1.0,linear,6,0,7,0.53465354,0.05
0,10.0,0.001,"(2, 20)",swish,0.001,1024,50000,reg_derivative,0.75,10.0,linear,13,0,5,0.9721271,0.0
0,10.0,0.001,"(2, 20)",swish,0.001,1024,50000,reg_derivative,0.75,100.0,linear,9,0,7,0.77341914,0.0
0,10.0,0.001,"(2, 20)",swish,0.001,1024,50000,reg_derivative,0.75,1000.0,linear,6,0,5,0.6110456,0.0
0,10.0,0.001,"(2, 20)",swish,0.001,1024,50000,reg_derivative,1.0,0.1,linear,10,0,10,0.6021215,0.15
0,10.0,0.001,"(2, 20)",swish,0.001,1024,50000,reg_derivative,1.0,1.0,linear,8,0,12,0.47584695,0.25
0,10.0,0.001,"(2, 20)",swish,0.001,1024,50000,reg_derivative,1.0,10.0,linear,9,0,11,0.647051,0.0
0,10.0,0.001,"(2, 20)",swish,0.001,1024,50000,reg_derivative,1.0,100.0,linear,11,0,9,0.7786239,0.0
0,10.0,0.001,"(2, 20)",swish,0.001,1024,50000,reg_derivative,1.0,1000.0,linear,1,0,1,0.93887556,0.0
0,10.0,0.001,"(2, 20)",swish,0.001,1024,50000,reg_derivative_unstable_fp,0.25,0.1,linear,7,0,13,0.4368825,0.3
0,10.0,0.001,"(2, 20)",swish,0.001,1024,50000,reg_derivative_unstable_fp,0.25,1.0,linear,10,0,10,0.57364905,0.4
0,10.0,0.001,"(2, 20)",swish,0.001,1024,50000,reg_derivative_unstable_fp,0.25,10.0,linear,12,0,8,0.6488555,0.25
0,10.0,0.001,"(2, 20)",swish,0.001,1024,50000,reg_derivative_unstable_fp,0.25,100.0,linear,11,0,9,0.6387444,0.35
0,10.0,0.001,"(2, 20)",swish,0.001,1024,50000,reg_derivative_unstable_fp,0.25,1000.0,linear,14,0,6,0.80115384,0.1
0,10.0,0.001,"(2, 20)",swish,0.001,1024,50000,reg_derivative_unstable_fp,0.5,0.1,linear,11,0,9,0.6910474,0.15
0,10.0,0.001,"(2, 20)",swish,0.001,1024,50000,reg_derivative_unstable_fp,0.5,1.0,linear,7,0,13,0.39821658,0.45
0,10.0,0.001,"(2, 20)",swish,0.001,1024,50000,reg_derivative_unstable_fp,0.5,10.0,linear,9,0,11,0.5479122,0.45
0,10.0,0.001,"(2, 20)",swish,0.001,1024,50000,reg_derivative_unstable_fp,0.5,100.0,linear,10,0,10,0.5952216,0.35
0,10.0,0.001,"(2, 20)",swish,0.001,1024,50000,reg_derivative_unstable_fp,0.5,1000.0,linear,10,0,10,0.60493743,0.3
0,10.0,0.001,"(2, 20)",swish,0.001,1024,50000,reg_derivative_unstable_fp,0.75,0.1,linear,9,0,11,0.6610928,0.1
0,10.0,0.001,"(2, 20)",swish,0.001,1024,50000,reg_derivative_unstable_fp,0.75,1.0,linear,11,0,9,0.7120153,0.15
0,10.0,0.001,"(2, 20)",swish,0.001,1024,50000,reg_derivative_unstable_fp,0.75,10.0,linear,11,0,9,0.6947783,0.25
0,10.0,0.001,"(2, 20)",swish,0.001,1024,50000,reg_derivative_unstable_fp,0.75,100.0,linear,4,0,16,0.26834762,0.3
0,10.0,0.001,"(2, 20)",swish,0.001,1024,50000,reg_derivative_unstable_fp,0.75,1000.0,linear,10,0,10,0.6777986,0.15
0,10.0,0.001,"(2, 20)",swish,0.001,1024,50000,reg_derivative_unstable_fp,1.0,0.1,linear,10,0,10,0.86669284,0.0
0,10.0,0.001,"(2, 20)",swish,0.001,1024,50000,reg_derivative_unstable_fp,1.0,1.0,linear,5,0,15,0.5385321,0.0
0,10.0,0.001,"(2, 20)",swish,0.001,1024,50000,reg_derivative_unstable_fp,1.0,10.0,linear,13,0,7,1.1977061,0.0
0,10.0,0.001,"(2, 20)",swish,0.001,1024,50000,reg_derivative_unstable_fp,1.0,100.0,linear,12,0,8,1.1693525,0.0
0,10.0,0.001,"(2, 20)",swish,0.001,1024,50000,reg_derivative_unstable_fp,1.0,1000.0,linear,9,0,11,0.97402287,0.0
0,10.0,0.01,"(2, 20)",swish,0.001,1024,50000,unstable_fp,0.25,0.1,linear,7,2,4,0.7756282,0.2
0,10.0,0.01,"(2, 20)",swish,0.001,1024,50000,unstable_fp,0.25,1.0,linear,6,0,12,0.40063542,0.6
0,10.0,0.01,"(2, 20)",swish,0.001,1024,50000,unstable_fp,0.25,10.0,linear,9,0,11,0.56052595,0.55
0,10.0,0.01,"(2, 20)",swish,0.001,1024,50000,unstable_fp,0.25,100.0,linear,6,0,14,0.47098184,0.7
0,10.0,0.01,"(2, 20)",swish,0.001,1024,50000,unstable_fp,0.25,1000.0,linear,8,0,12,0.67440903,0.6
0,10.0,0.01,"(2, 20)",swish,0.001,1024,50000,unstable_fp,0.5,0.1,linear,11,0,7,0.75411373,0.35
0,10.0,0.01,"(2, 20)",swish,0.001,1024,50000,unstable_fp,0.5,1.0,linear,9,0,11,0.59432757,0.55
0,10.0,0.01,"(2, 20)",swish,0.001,1024,50000,unstable_fp,0.5,10.0,linear,8,0,12,0.5815245,0.6
0,10.0,0.01,"(2, 20)",swish,0.001,1024,50000,unstable_fp,0.5,100.0,linear,6,0,14,0.5237225,0.7
0,10.0,0.01,"(2, 20)",swish,0.001,1024,50000,unstable_fp,0.5,1000.0,linear,9,0,11,0.82910377,0.55
0,10.0,0.01,"(2, 20)",swish,0.001,1024,50000,unstable_fp,0.75,0.1,linear,12,0,8,0.9190129,0.4
0,10.0,0.01,"(2, 20)",swish,0.001,1024,50000,unstable_fp,0.75,1.0,linear,4,0,16,0.31075817,0.8
